id,timestamp,wtgid,siteid,tditag,value,insert_time
984299,2020-02-20 13:10:00.000000,ANH01C03,ANH01,Tag3,true,2020-02-19 17:40:51.072
984300,2020-02-20 13:10:00.000000,ANH01A01,ANH01,Tag4,2020-02-19 17:40:51.072923,2020-02-19 17:40:51.072
984301,2020-02-20 13:10:00.000000,ANH01A02,ANH01,Tag4,2020-02-19 17:40:51.072923,2020-02-19 17:40:51.072
984302,2020-02-20 13:10:00.000000,ANH01A03,ANH01,Tag4,1970-01-01 00:00:00,2020-02-19 17:40:51.072
984303,2020-02-20 13:10:00.000000,ANH01B01,ANH01,Tag4,1970-01-01 00:00:00,2020-02-19 17:40:51.072
984304,2020-02-20 13:10:00.000000,ANH01B02,ANH01,Tag4,2020-02-19 17:40:51.072923,2020-02-19 17:40:51.072
984305,2020-02-20 13:10:00.000000,ANH01B03,ANH01,Tag4,1970-01-01 00:00:00,2020-02-19 17:40:51.072
984306,2020-02-20 13:10:00.000000,ANH01C01,ANH01,Tag4,1970-01-01 00:00:00,2020-02-19 17:40:51.072
984307,2020-02-20 13:10:00.000000,ANH01C02,ANH01,Tag4,1970-01-01 00:00:00,2020-02-19 17:40:51.072
984308,2020-02-20 13:10:00.000000,ANH01C03,ANH01,Tag4,1970-01-01 00:00:00,2020-02-19 17:40:51.072
984309,2020-02-20 13:10:00.000000,ANH01A01,ANH01,Tag5,6.00070802447,2020-02-19 17:40:51.072
984310,2020-02-20 13:10:00.000000,ANH01A02,ANH01,Tag5,6.00067587572,2020-02-19 17:40:51.072
984311,2020-02-20 13:10:00.000000,ANH01A03,ANH01,Tag5,7.00078014192,2020-02-19 17:40:51.072
984312,2020-02-20 13:10:00.000000,ANH01B01,ANH01,Tag5,2.00046887312,2020-02-19 17:40:51.072
984313,2020-02-20 13:10:00.000000,ANH01B02,ANH01,Tag5,5.00060612425,2020-02-19 17:40:51.072
984314,2020-02-20 13:10:00.000000,ANH01B03,ANH01,Tag5,1.00046994911,2020-02-19 17:40:51.072
984315,2020-02-20 13:10:00.000000,ANH01C01,ANH01,Tag5,5.00076340295,2020-02-19 17:40:51.072
984316,2020-02-20 13:10:00.000000,ANH01C02,ANH01,Tag5,1.00066585556,2020-02-19 17:40:51.072
984317,2020-02-20 13:10:00.000000,ANH01C03,ANH01,Tag5,7.0007394791,2020-02-19 17:40:51.072
984318,2020-02-20 13:10:00.000000,ANH01A01,ANH01,Tag6,11549.93183,2020-02-19 17:40:51.072
984319,2020-02-20 13:10:00.000000,ANH01A02,ANH01,Tag6,20278.50312,2020-02-19 17:40:51.072
984320,2020-02-20 13:10:00.000000,ANH01A03,ANH01,Tag6,45811.37660,2020-02-19 17:40:51.072
984321,2020-02-20 13:10:00.000000,ANH01B01,ANH01,Tag6,48435.58563,2020-02-19 17:40:51.072
984322,2020-02-20 13:10:00.000000,ANH01B02,ANH01,Tag6,41369.75841,2020-02-19 17:40:51.072
984323,2020-02-20 13:10:00.000000,ANH01B03,ANH01,Tag6,25049.34296,2020-02-19 17:40:51.072
984324,2020-02-20 13:10:00.000000,ANH01C01,ANH01,Tag6,61959.59887,2020-02-19 17:40:51.072
984325,2020-02-20 13:10:00.000000,ANH01C02,ANH01,Tag6,21618.23861,2020-02-19 17:40:51.072
984326,2020-02-20 13:10:00.000000,ANH01C03,ANH01,Tag6,67853.94992,2020-02-19 17:40:51.072
