id,timestamp,wtgid,siteid,tditag,value,insert_time
984361,2020-02-20 13:20:00.000000,ANH01C02,ANH01,Tag4,1970-01-01 00:00:00,2020-02-19 17:40:51.072
984362,2020-02-20 13:20:00.000000,ANH01C03,ANH01,Tag4,1970-01-01 00:00:00,2020-02-19 17:40:51.072
984363,2020-02-20 13:20:00.000000,ANH01A01,ANH01,Tag5,1.0002475859,2020-02-19 17:40:51.072
984364,2020-02-20 13:20:00.000000,ANH01A02,ANH01,Tag5,0.00085240636,2020-02-19 17:40:51.072
984365,2020-02-20 13:20:00.000000,ANH01A03,ANH01,Tag5,2.0006889710,2020-02-19 17:40:51.072
984366,2020-02-20 13:20:00.000000,ANH01B01,ANH01,Tag5,2.00086704884,2020-02-19 17:40:51.072
984367,2020-02-20 13:20:00.000000,ANH01B02,ANH01,Tag5,3.00052249013,2020-02-19 17:40:51.072
984368,2020-02-20 13:20:00.000000,ANH01B03,ANH01,Tag5,5.00035313057,2020-02-19 17:40:51.072
984369,2020-02-20 13:20:00.000000,ANH01C01,ANH01,Tag5,1.0003400532,2020-02-19 17:40:51.072
984370,2020-02-20 13:20:00.000000,ANH01C02,ANH01,Tag5,2.00071095768,2020-02-19 17:40:51.072
984371,2020-02-20 13:20:00.000000,ANH01C03,ANH01,Tag5,8.00088596720,2020-02-19 17:40:51.072
984372,2020-02-20 13:20:00.000000,ANH01A01,ANH01,Tag6,43183.37468,2020-02-19 17:40:51.072
984373,2020-02-20 13:20:00.000000,ANH01A02,ANH01,Tag6,43057.28713,2020-02-19 17:40:51.072
984374,2020-02-20 13:20:00.000000,ANH01A03,ANH01,Tag6,81010.85075,2020-02-19 17:40:51.072
984375,2020-02-20 13:20:00.000000,ANH01B01,ANH01,Tag6,67502.12747,2020-02-19 17:40:51.072
984376,2020-02-20 13:20:00.000000,ANH01B02,ANH01,Tag6,29060.68144,2020-02-19 17:40:51.072
984377,2020-02-20 13:20:00.000000,ANH01B03,ANH01,Tag6,99443.85907,2020-02-19 17:40:51.072
984378,2020-02-20 13:20:00.000000,ANH01C01,ANH01,Tag6,71810.28802,2020-02-19 17:40:51.072
984379,2020-02-20 13:20:00.000000,ANH01C02,ANH01,Tag6,44635.36590,2020-02-19 17:40:51.072
984380,2020-02-20 13:20:00.000000,ANH01C03,ANH01,Tag6,30976.99969,2020-02-19 17:40:51.072
